,Unnamed:0,long,lat,Administrativedistrict,Yearofconstruction,Typeofbuilding,Floors,Surfacearea[m^2],modernizationstatus,Numberofbuildings,averageheatdemand[kWh/m^2],maxheatdemand[kWh/m^2],weatherfilenames,Heatcapacity,Klimazone,zipcode
20796,29473,11.3167,50.9833,Weimar,2009,GMH,6,1368.42,tabula_retrofit,1,23.73460398,69.93213795,TRY2015_509762110396_Jahr_City_Erfurt,18.63,3,35096
20797,29474,11.3167,50.9833,Weimar,2015,GMH,6,1451.56,tabula_standard,2,28.79466169,92.99727345,TRY2015_509762110396_Jahr_City_Erfurt,41.4,3,35096
20798,29475,11.3167,50.9833,Weimarer,1918,EFH,2,139.66,tabula_standard,2679,148.4460499,442.9479365,TRY2015_509762110396_Jahr_City_Erfurt,165.6,3,99102
20799,29476,11.3167,50.9833,Weimarer,1918,EFH,2,139.66,tabula_retrofit,1443,42.56502626,126.4124497,TRY2015_509762110396_Jahr_City_Erfurt,74.52,3,99102
20800,29477,11.3167,50.9833,Weimarer,1948,EFH,2,132.63,tabula_standard,1373,118.1171148,368.3820505,TRY2015_509762110396_Jahr_City_Erfurt,165.6,3,99102
20801,29478,11.3167,50.9833,Weimarer,1948,EFH,2,132.63,tabula_retrofit,739,35.35471353,109.1096238,TRY2015_509762110396_Jahr_City_Erfurt,74.52,3,99102
20802,29479,11.3167,50.9833,Weimarer,1957,EFH,2,135.04,tabula_standard,392,148.4809325,444.5531059,TRY2015_509762110396_Jahr_City_Erfurt,165.6,3,99102
20803,29480,11.3167,50.9833,Weimarer,1957,EFH,2,135.04,tabula_retrofit,211,50.55362105,151.7125037,TRY2015_509762110396_Jahr_City_Erfurt,74.52,3,99102
20804,29481,11.3167,50.9833,Weimarer,1968,EFH,2,144.47,tabula_standard,479,144.2024971,438.9186377,TRY2015_509762110396_Jahr_City_Erfurt,156.4,3,99102
20805,29482,11.3167,50.9833,Weimarer,1968,EFH,2,144.47,tabula_retrofit,258,50.83871753,161.0169378,TRY2015_509762110396_Jahr_City_Erfurt,70.38,3,99102
20806,29483,11.3167,50.9833,Weimarer,1978,EFH,2,154.61,tabula_standard,435,98.95072265,295.0098099,TRY2015_509762110396_Jahr_City_Erfurt,87.4,3,99102
20807,29484,11.3167,50.9833,Weimarer,1978,EFH,2,154.61,tabula_retrofit,234,37.52004308,118.2266033,TRY2015_509762110396_Jahr_City_Erfurt,39.33,3,99102
20808,29485,11.3167,50.9833,Weimarer,1983,EFH,2,156.25,tabula_standard,675,71.1446613,193.1313,TRY2015_509762110396_Jahr_City_Erfurt,87.4,3,99102
20809,29486,11.3167,50.9833,Weimarer,1983,EFH,2,156.25,tabula_retrofit,36,31.57802809,88.5801675,TRY2015_509762110396_Jahr_City_Erfurt,39.33,3,99102
20810,29487,11.3167,50.9833,Weimarer,1994,EFH,2,153.45,tabula_standard,1774,73.93056049,223.0146124,TRY2015_509762110396_Jahr_City_Erfurt,69.0,3,99102
20811,29488,11.3167,50.9833,Weimarer,1994,EFH,2,153.45,tabula_retrofit,93,39.68146405,125.5319098,TRY2015_509762110396_Jahr_City_Erfurt,31.05,3,99102
20812,29489,11.3167,50.9833,Weimarer,2001,EFH,2,152.66,tabula_standard,1960,52.86043305,171.2104656,TRY2015_509762110396_Jahr_City_Erfurt,55.2,3,99102
20813,29490,11.3167,50.9833,Weimarer,2001,EFH,2,152.66,tabula_retrofit,103,37.05944916,128.7439793,TRY2015_509762110396_Jahr_City_Erfurt,24.84,3,99102
20814,29491,11.3167,50.9833,Weimarer,2009,EFH,2,153.55,tabula_standard,958,42.12482222,132.2197264,TRY2015_509762110396_Jahr_City_Erfurt,55.2,3,99102
20815,29492,11.3167,50.9833,Weimarer,2009,EFH,2,153.55,tabula_retrofit,50,28.63501459,92.08170066,TRY2015_509762110396_Jahr_City_Erfurt,24.84,3,99102
20816,29493,11.3167,50.9833,Weimarer,2015,EFH,2,154.44,tabula_standard,175,35.68849633,117.1015343,TRY2015_509762110396_Jahr_City_Erfurt,55.2,3,99102
20817,29494,11.3167,50.9833,Weimarer,2015,EFH,2,154.44,tabula_retrofit,9,32.08459821,107.304575,TRY2015_509762110396_Jahr_City_Erfurt,24.84,3,99102
20818,29495,11.3167,50.9833,Weimarer,1918,RH,2,126.56,tabula_standard,1264,104.4546713,317.0565158,TRY2015_509762110396_Jahr_City_Erfurt,147.2,3,99102
20819,29496,11.3167,50.9833,Weimarer,1918,RH,2,126.56,tabula_retrofit,681,37.9274379,117.3046881,TRY2015_509762110396_Jahr_City_Erfurt,66.24,3,99102
20820,29497,11.3167,50.9833,Weimarer,1948,RH,2,115.49,tabula_standard,1264,81.04666238,247.0851485,TRY2015_509762110396_Jahr_City_Erfurt,147.2,3,99102
20821,29498,11.3167,50.9833,Weimarer,1948,RH,2,115.49,tabula_retrofit,680,27.14234284,88.92099556,TRY2015_509762110396_Jahr_City_Erfurt,66.24,3,99102
20822,29499,11.3167,50.9833,Weimarer,1957,RH,2,116.33,tabula_standard,211,99.28751821,319.5315263,TRY2015_509762110396_Jahr_City_Erfurt,147.2,3,99102
20823,29500,11.3167,50.9833,Weimarer,1957,RH,2,116.33,tabula_retrofit,114,30.94991572,118.8194088,TRY2015_509762110396_Jahr_City_Erfurt,66.24,3,99102
20824,29501,11.3167,50.9833,Weimarer,1968,RH,2,120.06,tabula_standard,258,58.62759793,155.9079085,TRY2015_509762110396_Jahr_City_Erfurt,138.0,3,99102
20825,29502,11.3167,50.9833,Weimarer,1968,RH,2,120.06,tabula_retrofit,139,25.54427579,69.24874789,TRY2015_509762110396_Jahr_City_Erfurt,62.1,3,99102
20826,29503,11.3167,50.9833,Weimarer,1978,RH,2,129.3,tabula_standard,234,66.99471709,211.7669673,TRY2015_509762110396_Jahr_City_Erfurt,82.8,3,99102
20827,29504,11.3167,50.9833,Weimarer,1978,RH,2,129.3,tabula_retrofit,126,27.01194871,93.60753834,TRY2015_509762110396_Jahr_City_Erfurt,37.26,3,99102
20828,29505,11.3167,50.9833,Weimarer,1983,RH,2,134.33,tabula_standard,255,66.55819889,199.8824804,TRY2015_509762110396_Jahr_City_Erfurt,82.8,3,99102
20829,29506,11.3167,50.9833,Weimarer,1983,RH,2,134.33,tabula_retrofit,13,35.7366913,112.3574589,TRY2015_509762110396_Jahr_City_Erfurt,37.26,3,99102
20830,29507,11.3167,50.9833,Weimarer,1994,RH,2,130.37,tabula_standard,659,46.27130652,134.5373097,TRY2015_509762110396_Jahr_City_Erfurt,64.4,3,99102
20831,29508,11.3167,50.9833,Weimarer,1994,RH,2,130.37,tabula_retrofit,35,28.92507491,85.43115843,TRY2015_509762110396_Jahr_City_Erfurt,28.98,3,99102
20832,29509,11.3167,50.9833,Weimarer,2001,RH,2,129.24,tabula_standard,679,38.2068658,111.8940691,TRY2015_509762110396_Jahr_City_Erfurt,50.6,3,99102
20833,29510,11.3167,50.9833,Weimarer,2001,RH,2,129.24,tabula_retrofit,36,27.71381779,83.91279242,TRY2015_509762110396_Jahr_City_Erfurt,22.77,3,99102
20834,29511,11.3167,50.9833,Weimarer,2009,RH,2,135.42,tabula_standard,186,32.89396179,114.8378784,TRY2015_509762110396_Jahr_City_Erfurt,50.6,3,99102
20835,29512,11.3167,50.9833,Weimarer,2009,RH,2,135.42,tabula_retrofit,10,27.11638411,97.602632,TRY2015_509762110396_Jahr_City_Erfurt,22.77,3,99102
20836,29513,11.3167,50.9833,Weimarer,2015,RH,2,141.6,tabula_standard,38,31.81370264,94.07492593,TRY2015_509762110396_Jahr_City_Erfurt,50.6,3,99102
20837,29514,11.3167,50.9833,Weimarer,2015,RH,2,141.6,tabula_retrofit,2,28.03514423,83.83304257,TRY2015_509762110396_Jahr_City_Erfurt,22.77,3,99102
20838,29515,11.3167,50.9833,Weimarer,1918,MFH,4,360.89,tabula_standard,547,86.29611587,264.2647065,TRY2015_509762110396_Jahr_City_Erfurt,119.6,3,99102
20839,29516,11.3167,50.9833,Weimarer,1918,MFH,4,360.89,tabula_retrofit,294,31.3134643,96.99832385,TRY2015_509762110396_Jahr_City_Erfurt,53.82,3,99102
20840,29517,11.3167,50.9833,Weimarer,1948,MFH,4,332.47,tabula_standard,288,110.5654506,345.8001257,TRY2015_509762110396_Jahr_City_Erfurt,119.6,3,99102
20841,29518,11.3167,50.9833,Weimarer,1948,MFH,4,332.47,tabula_retrofit,155,32.2453746,103.0658717,TRY2015_509762110396_Jahr_City_Erfurt,53.82,3,99102
20842,29519,11.3167,50.9833,Weimarer,1957,MFH,4,351.12,tabula_standard,151,98.88324486,281.162799,TRY2015_509762110396_Jahr_City_Erfurt,119.6,3,99102
20843,29520,11.3167,50.9833,Weimarer,1957,MFH,4,351.12,tabula_retrofit,81,31.6546019,93.12797087,TRY2015_509762110396_Jahr_City_Erfurt,53.82,3,99102
20844,29521,11.3167,50.9833,Weimarer,1968,MFH,4,383.96,tabula_standard,185,70.97953733,209.0741501,TRY2015_509762110396_Jahr_City_Erfurt,110.4,3,99102
20845,29522,11.3167,50.9833,Weimarer,1968,MFH,4,383.96,tabula_retrofit,100,26.64034691,81.45149179,TRY2015_509762110396_Jahr_City_Erfurt,49.68,3,99102
20846,29523,11.3167,50.9833,Weimarer,1978,MFH,4,401.43,tabula_standard,168,71.25741506,215.024904,TRY2015_509762110396_Jahr_City_Erfurt,59.8,3,99102
20847,29524,11.3167,50.9833,Weimarer,1978,MFH,4,401.43,tabula_retrofit,91,28.24250547,88.31902207,TRY2015_509762110396_Jahr_City_Erfurt,26.91,3,99102
20848,29525,11.3167,50.9833,Weimarer,1983,MFH,4,438.36,tabula_standard,99,58.34098704,171.956429,TRY2015_509762110396_Jahr_City_Erfurt,59.8,3,99102
20849,29526,11.3167,50.9833,Weimarer,1983,MFH,4,438.36,tabula_retrofit,5,26.81236245,80.15612681,TRY2015_509762110396_Jahr_City_Erfurt,26.91,3,99102
20850,29527,11.3167,50.9833,Weimarer,1994,MFH,4,430.42,tabula_standard,232,61.06954715,194.0837971,TRY2015_509762110396_Jahr_City_Erfurt,55.2,3,99102
20851,29528,11.3167,50.9833,Weimarer,1994,MFH,4,430.42,tabula_retrofit,12,27.50451172,91.88602731,TRY2015_509762110396_Jahr_City_Erfurt,24.84,3,99102
20852,29529,11.3167,50.9833,Weimarer,2001,MFH,4,426.23,tabula_standard,230,40.14282595,125.2748357,TRY2015_509762110396_Jahr_City_Erfurt,41.4,3,99102
20853,29530,11.3167,50.9833,Weimarer,2001,MFH,4,426.23,tabula_retrofit,12,25.11304475,82.54027469,TRY2015_509762110396_Jahr_City_Erfurt,18.63,3,99102
20854,29531,11.3167,50.9833,Weimarer,2009,MFH,4,458.82,tabula_standard,47,28.75330596,83.6177919,TRY2015_509762110396_Jahr_City_Erfurt,41.4,3,99102
20855,29532,11.3167,50.9833,Weimarer,2009,MFH,4,458.82,tabula_retrofit,2,23.77444915,69.93213622,TRY2015_509762110396_Jahr_City_Erfurt,18.63,3,99102
20856,29533,11.3167,50.9833,Weimarer,2015,MFH,4,491.41,tabula_standard,13,28.83553418,92.99727884,TRY2015_509762110396_Jahr_City_Erfurt,41.4,3,99102
20857,29534,11.3167,50.9833,Weimarer,2015,MFH,4,491.41,tabula_retrofit,1,19.12617417,63.96664466,TRY2015_509762110396_Jahr_City_Erfurt,18.63,3,99102
20858,29535,11.3167,50.9833,Weimarer,1948,GMH,6,1067.57,tabula_standard,2,110.6840703,345.8001192,TRY2015_509762110396_Jahr_City_Erfurt,119.6,3,99102
20859,29536,11.3167,50.9833,Weimarer,1948,GMH,6,1067.57,tabula_retrofit,1,32.23586978,103.0658679,TRY2015_509762110396_Jahr_City_Erfurt,53.82,3,99102
20860,29537,11.3167,50.9833,Weimarer,1957,GMH,6,982.66,tabula_standard,2,99.00355513,281.1627951,TRY2015_509762110396_Jahr_City_Erfurt,119.6,3,99102
20861,29538,11.3167,50.9833,Weimarer,1957,GMH,6,982.66,tabula_retrofit,1,31.64471675,93.12796809,TRY2015_509762110396_Jahr_City_Erfurt,53.82,3,99102
20862,29539,11.3167,50.9833,Weimarer,1968,GMH,6,1385.29,tabula_standard,3,71.00451924,209.0741629,TRY2015_509762110396_Jahr_City_Erfurt,110.4,3,99102
20863,29540,11.3167,50.9833,Weimarer,1968,GMH,6,1385.29,tabula_retrofit,2,26.63073852,81.45149116,TRY2015_509762110396_Jahr_City_Erfurt,49.68,3,99102
20864,29541,11.3167,50.9833,Weimarer,1978,GMH,6,1730.54,tabula_standard,3,71.25977472,215.0248912,TRY2015_509762110396_Jahr_City_Erfurt,59.8,3,99102
20865,29542,11.3167,50.9833,Weimarer,1978,GMH,6,1730.54,tabula_retrofit,1,28.21921852,88.31902286,TRY2015_509762110396_Jahr_City_Erfurt,26.91,3,99102
20866,29543,11.3167,50.9833,Weimarer,1994,GMH,6,1212.54,tabula_standard,6,61.02564843,194.0837959,TRY2015_509762110396_Jahr_City_Erfurt,55.2,3,99102
20867,29544,11.3167,50.9833,Weimarer,2001,GMH,6,825.24,tabula_standard,3,40.10383979,125.2748338,TRY2015_509762110396_Jahr_City_Erfurt,41.4,3,99102
20868,29545,11.3167,50.9833,Weimarer,2009,GMH,6,1368.42,tabula_standard,2,28.71815657,83.61779539,TRY2015_509762110396_Jahr_City_Erfurt,41.4,3,99102
20869,29546,11.1169,51.1617,Soemmerda,1918,EFH,2,139.66,tabula_standard,2035,148.4460499,442.9479365,TRY2015_509762110396_Jahr_City_Erfurt,165.6,3,6578
20870,29547,11.1169,51.1617,Soemmerda,1918,EFH,2,139.66,tabula_retrofit,1096,42.56502626,126.4124497,TRY2015_509762110396_Jahr_City_Erfurt,74.52,3,6578
20871,29548,11.1169,51.1617,Soemmerda,1948,EFH,2,132.63,tabula_standard,1275,118.1171148,368.3820505,TRY2015_509762110396_Jahr_City_Erfurt,165.6,3,6578
20872,29549,11.1169,51.1617,Soemmerda,1948,EFH,2,132.63,tabula_retrofit,686,35.35471353,109.1096238,TRY2015_509762110396_Jahr_City_Erfurt,74.52,3,6578
20873,29550,11.1169,51.1617,Soemmerda,1957,EFH,2,135.04,tabula_standard,362,148.4809325,444.5531059,TRY2015_509762110396_Jahr_City_Erfurt,165.6,3,6578
20874,29551,11.1169,51.1617,Soemmerda,1957,EFH,2,135.04,tabula_retrofit,195,50.55362105,151.7125037,TRY2015_509762110396_Jahr_City_Erfurt,74.52,3,6578
20875,29552,11.1169,51.1617,Soemmerda,1968,EFH,2,144.47,tabula_standard,442,144.2024971,438.9186377,TRY2015_509762110396_Jahr_City_Erfurt,156.4,3,6578
20876,29553,11.1169,51.1617,Soemmerda,1968,EFH,2,144.47,tabula_retrofit,238,50.83871753,161.0169378,TRY2015_509762110396_Jahr_City_Erfurt,70.38,3,6578
20877,29554,11.1169,51.1617,Soemmerda,1978,EFH,2,154.61,tabula_standard,402,98.95072265,295.0098099,TRY2015_509762110396_Jahr_City_Erfurt,87.4,3,6578
20878,29555,11.1169,51.1617,Soemmerda,1978,EFH,2,154.61,tabula_retrofit,217,37.52004308,118.2266033,TRY2015_509762110396_Jahr_City_Erfurt,39.33,3,6578
20879,29556,11.1169,51.1617,Soemmerda,1983,EFH,2,156.25,tabula_standard,526,71.1446613,193.1313,TRY2015_509762110396_Jahr_City_Erfurt,87.4,3,6578
20880,29557,11.1169,51.1617,Soemmerda,1983,EFH,2,156.25,tabula_retrofit,28,31.57802809,88.5801675,TRY2015_509762110396_Jahr_City_Erfurt,39.33,3,6578
20881,29558,11.1169,51.1617,Soemmerda,1994,EFH,2,153.45,tabula_standard,1354,73.93056049,223.0146124,TRY2015_509762110396_Jahr_City_Erfurt,69.0,3,6578
20882,29559,11.1169,51.1617,Soemmerda,1994,EFH,2,153.45,tabula_retrofit,71,39.68146405,125.5319098,TRY2015_509762110396_Jahr_City_Erfurt,31.05,3,6578
20883,29560,11.1169,51.1617,Soemmerda,2001,EFH,2,152.66,tabula_standard,1464,52.86043305,171.2104656,TRY2015_509762110396_Jahr_City_Erfurt,55.2,3,6578
20884,29561,11.1169,51.1617,Soemmerda,2001,EFH,2,152.66,tabula_retrofit,77,37.05944916,128.7439793,TRY2015_509762110396_Jahr_City_Erfurt,24.84,3,6578
20885,29562,11.1169,51.1617,Soemmerda,2009,EFH,2,153.55,tabula_standard,660,42.12482222,132.2197264,TRY2015_509762110396_Jahr_City_Erfurt,55.2,3,6578
20886,29563,11.1169,51.1617,Soemmerda,2009,EFH,2,153.55,tabula_retrofit,35,28.63501459,92.08170066,TRY2015_509762110396_Jahr_City_Erfurt,24.84,3,6578
20887,29564,11.1169,51.1617,Soemmerda,2015,EFH,2,154.44,tabula_standard,68,35.68849633,117.1015343,TRY2015_509762110396_Jahr_City_Erfurt,55.2,3,6578
20888,29565,11.1169,51.1617,Soemmerda,2015,EFH,2,154.44,tabula_retrofit,4,32.08459821,107.304575,TRY2015_509762110396_Jahr_City_Erfurt,24.84,3,6578
20889,29566,11.1169,51.1617,Soemmerda,1918,RH,2,126.56,tabula_standard,1576,104.4546713,317.0565158,TRY2015_509762110396_Jahr_City_Erfurt,147.2,3,6578
20890,29567,11.1169,51.1617,Soemmerda,1918,RH,2,126.56,tabula_retrofit,849,37.9274379,117.3046881,TRY2015_509762110396_Jahr_City_Erfurt,66.24,3,6578
20891,29568,11.1169,51.1617,Soemmerda,1948,RH,2,115.49,tabula_standard,1567,81.04666238,247.0851485,TRY2015_509762110396_Jahr_City_Erfurt,147.2,3,6578
20892,29569,11.1169,51.1617,Soemmerda,1948,RH,2,115.49,tabula_retrofit,844,27.14234284,88.92099556,TRY2015_509762110396_Jahr_City_Erfurt,66.24,3,6578
20893,29570,11.1169,51.1617,Soemmerda,1957,RH,2,116.33,tabula_standard,267,99.28751821,319.5315263,TRY2015_509762110396_Jahr_City_Erfurt,147.2,3,6578
20894,29571,11.1169,51.1617,Soemmerda,1957,RH,2,116.33,tabula_retrofit,144,30.94991572,118.8194088,TRY2015_509762110396_Jahr_City_Erfurt,66.24,3,6578
20895,29572,11.1169,51.1617,Soemmerda,1968,RH,2,120.06,tabula_standard,327,58.62759793,155.9079085,TRY2015_509762110396_Jahr_City_Erfurt,138.0,3,6578
20896,29573,11.1169,51.1617,Soemmerda,1968,RH,2,120.06,tabula_retrofit,176,25.54427579,69.24874789,TRY2015_509762110396_Jahr_City_Erfurt,62.1,3,6578
20897,29574,11.1169,51.1617,Soemmerda,1978,RH,2,129.3,tabula_standard,297,66.99471709,211.7669673,TRY2015_509762110396_Jahr_City_Erfurt,82.8,3,6578
20898,29575,11.1169,51.1617,Soemmerda,1978,RH,2,129.3,tabula_retrofit,160,27.01194871,93.60753834,TRY2015_509762110396_Jahr_City_Erfurt,37.26,3,6578
20899,29576,11.1169,51.1617,Soemmerda,1983,RH,2,134.33,tabula_standard,316,66.55819889,199.8824804,TRY2015_509762110396_Jahr_City_Erfurt,82.8,3,6578
20900,29577,11.1169,51.1617,Soemmerda,1983,RH,2,134.33,tabula_retrofit,17,35.7366913,112.3574589,TRY2015_509762110396_Jahr_City_Erfurt,37.26,3,6578
20901,29578,11.1169,51.1617,Soemmerda,1994,RH,2,130.37,tabula_standard,744,46.27130652,134.5373097,TRY2015_509762110396_Jahr_City_Erfurt,64.4,3,6578
20902,29579,11.1169,51.1617,Soemmerda,1994,RH,2,130.37,tabula_retrofit,39,28.92507491,85.43115843,TRY2015_509762110396_Jahr_City_Erfurt,28.98,3,6578
20903,29580,11.1169,51.1617,Soemmerda,2001,RH,2,129.24,tabula_standard,436,38.2068658,111.8940691,TRY2015_509762110396_Jahr_City_Erfurt,50.6,3,6578
20904,29581,11.1169,51.1617,Soemmerda,2001,RH,2,129.24,tabula_retrofit,23,27.71381779,83.91279242,TRY2015_509762110396_Jahr_City_Erfurt,22.77,3,6578
20905,29582,11.1169,51.1617,Soemmerda,2009,RH,2,135.42,tabula_standard,218,32.89396179,114.8378784,TRY2015_509762110396_Jahr_City_Erfurt,50.6,3,6578
20906,29583,11.1169,51.1617,Soemmerda,2009,RH,2,135.42,tabula_retrofit,11,27.11638411,97.602632,TRY2015_509762110396_Jahr_City_Erfurt,22.77,3,6578
20907,29584,11.1169,51.1617,Soemmerda,2015,RH,2,141.6,tabula_standard,26,31.81370264,94.07492593,TRY2015_509762110396_Jahr_City_Erfurt,50.6,3,6578
20908,29585,11.1169,51.1617,Soemmerda,2015,RH,2,141.6,tabula_retrofit,1,28.03514423,83.83304257,TRY2015_509762110396_Jahr_City_Erfurt,22.77,3,6578
20909,29586,11.1169,51.1617,Soemmerda,1918,MFH,4,360.89,tabula_standard,162,86.29611587,264.2647065,TRY2015_509762110396_Jahr_City_Erfurt,119.6,3,6578
20910,29587,11.1169,51.1617,Soemmerda,1918,MFH,4,360.89,tabula_retrofit,87,31.3134643,96.99832385,TRY2015_509762110396_Jahr_City_Erfurt,53.82,3,6578
20911,29588,11.1169,51.1617,Soemmerda,1948,MFH,4,332.47,tabula_standard,206,110.5654506,345.8001257,TRY2015_509762110396_Jahr_City_Erfurt,119.6,3,6578
20912,29589,11.1169,51.1617,Soemmerda,1948,MFH,4,332.47,tabula_retrofit,111,32.2453746,103.0658717,TRY2015_509762110396_Jahr_City_Erfurt,53.82,3,6578
20913,29590,11.1169,51.1617,Soemmerda,1957,MFH,4,351.12,tabula_standard,147,98.88324486,281.162799,TRY2015_509762110396_Jahr_City_Erfurt,119.6,3,6578
20914,29591,11.1169,51.1617,Soemmerda,1957,MFH,4,351.12,tabula_retrofit,79,31.6546019,93.12797087,TRY2015_509762110396_Jahr_City_Erfurt,53.82,3,6578
20915,29592,11.1169,51.1617,Soemmerda,1968,MFH,4,383.96,tabula_standard,180,70.97953733,209.0741501,TRY2015_509762110396_Jahr_City_Erfurt,110.4,3,6578
20916,29593,11.1169,51.1617,Soemmerda,1968,MFH,4,383.96,tabula_retrofit,97,26.64034691,81.45149179,TRY2015_509762110396_Jahr_City_Erfurt,49.68,3,6578
20917,29594,11.1169,51.1617,Soemmerda,1978,MFH,4,401.43,tabula_standard,164,71.25741506,215.024904,TRY2015_509762110396_Jahr_City_Erfurt,59.8,3,6578
20918,29595,11.1169,51.1617,Soemmerda,1978,MFH,4,401.43,tabula_retrofit,88,28.24250547,88.31902207,TRY2015_509762110396_Jahr_City_Erfurt,26.91,3,6578
20919,29596,11.1169,51.1617,Soemmerda,1983,MFH,4,438.36,tabula_standard,76,58.34098704,171.956429,TRY2015_509762110396_Jahr_City_Erfurt,59.8,3,6578
20920,29597,11.1169,51.1617,Soemmerda,1983,MFH,4,438.36,tabula_retrofit,4,26.81236245,80.15612681,TRY2015_509762110396_Jahr_City_Erfurt,26.91,3,6578
20921,29598,11.1169,51.1617,Soemmerda,1994,MFH,4,430.42,tabula_standard,188,61.06954715,194.0837971,TRY2015_509762110396_Jahr_City_Erfurt,55.2,3,6578
20922,29599,11.1169,51.1617,Soemmerda,1994,MFH,4,430.42,tabula_retrofit,10,27.50451172,91.88602731,TRY2015_509762110396_Jahr_City_Erfurt,24.84,3,6578
20923,29600,11.1169,51.1617,Soemmerda,2001,MFH,4,426.23,tabula_standard,125,40.14282595,125.2748357,TRY2015_509762110396_Jahr_City_Erfurt,41.4,3,6578
20924,29601,11.1169,51.1617,Soemmerda,2001,MFH,4,426.23,tabula_retrofit,7,25.11304475,82.54027469,TRY2015_509762110396_Jahr_City_Erfurt,18.63,3,6578
20925,29602,11.1169,51.1617,Soemmerda,2009,MFH,4,458.82,tabula_standard,28,28.75330596,83.6177919,TRY2015_509762110396_Jahr_City_Erfurt,41.4,3,6578
20926,29603,11.1169,51.1617,Soemmerda,2009,MFH,4,458.82,tabula_retrofit,1,23.77444915,69.93213622,TRY2015_509762110396_Jahr_City_Erfurt,18.63,3,6578
20927,29604,11.1169,51.1617,Soemmerda,2015,MFH,4,491.41,tabula_standard,3,28.83553418,92.99727884,TRY2015_509762110396_Jahr_City_Erfurt,41.4,3,6578
20928,29605,11.1169,51.1617,Soemmerda,1957,GMH,6,982.66,tabula_standard,2,99.00355513,281.1627951,TRY2015_509762110396_Jahr_City_Erfurt,119.6,3,6578
20929,29606,11.1169,51.1617,Soemmerda,1957,GMH,6,982.66,tabula_retrofit,1,31.64471675,93.12796809,TRY2015_509762110396_Jahr_City_Erfurt,53.82,3,6578
20930,29607,11.1169,51.1617,Soemmerda,1968,GMH,6,1385.29,tabula_standard,3,71.00451924,209.0741629,TRY2015_509762110396_Jahr_City_Erfurt,110.4,3,6578
20931,29608,11.1169,51.1617,Soemmerda,1968,GMH,6,1385.29,tabula_retrofit,1,26.63073852,81.45149116,TRY2015_509762110396_Jahr_City_Erfurt,49.68,3,6578
20932,29609,11.1169,51.1617,Soemmerda,1978,GMH,6,1730.54,tabula_standard,2,71.25977472,215.0248912,TRY2015_509762110396_Jahr_City_Erfurt,59.8,3,6578
20933,29610,11.1169,51.1617,Soemmerda,1978,GMH,6,1730.54,tabula_retrofit,1,28.21921852,88.31902286,TRY2015_509762110396_Jahr_City_Erfurt,26.91,3,6578
20934,29611,11.1169,51.1617,Soemmerda,1983,GMH,6,1460.0,tabula_standard,2,58.31003453,171.9564298,TRY2015_509762110396_Jahr_City_Erfurt,59.8,3,6578
20935,29612,11.1169,51.1617,Soemmerda,1994,GMH,6,1212.54,tabula_standard,4,61.02564843,194.0837959,TRY2015_509762110396_Jahr_City_Erfurt,55.2,3,6578
20936,29613,11.1169,51.1617,Soemmerda,2009,GMH,6,1368.42,tabula_standard,8,28.71815657,83.61779539,TRY2015_509762110396_Jahr_City_Erfurt,41.4,3,6578
20937,29614,10.7911,51.505,Nordhausen,1918,EFH,2,139.66,tabula_standard,1897,148.4460499,442.9479365,TRY2015_509762110396_Jahr_City_Erfurt,165.6,3,99734
20938,29615,10.7911,51.505,Nordhausen,1918,EFH,2,139.66,tabula_retrofit,1021,42.56502626,126.4124497,TRY2015_509762110396_Jahr_City_Erfurt,74.52,3,99734
20939,29616,10.7911,51.505,Nordhausen,1948,EFH,2,132.63,tabula_standard,1572,118.1171148,368.3820505,TRY2015_509762110396_Jahr_City_Erfurt,165.6,3,99734
20940,29617,10.7911,51.505,Nordhausen,1948,EFH,2,132.63,tabula_retrofit,847,35.35471353,109.1096238,TRY2015_509762110396_Jahr_City_Erfurt,74.52,3,99734
20941,29618,10.7911,51.505,Nordhausen,1957,EFH,2,135.04,tabula_standard,350,148.4809325,444.5531059,TRY2015_509762110396_Jahr_City_Erfurt,165.6,3,99734
20942,29619,10.7911,51.505,Nordhausen,1957,EFH,2,135.04,tabula_retrofit,188,50.55362105,151.7125037,TRY2015_509762110396_Jahr_City_Erfurt,74.52,3,99734
20943,29620,10.7911,51.505,Nordhausen,1968,EFH,2,144.47,tabula_standard,427,144.2024971,438.9186377,TRY2015_509762110396_Jahr_City_Erfurt,156.4,3,99734
20944,29621,10.7911,51.505,Nordhausen,1968,EFH,2,144.47,tabula_retrofit,230,50.83871753,161.0169378,TRY2015_509762110396_Jahr_City_Erfurt,70.38,3,99734
20945,29622,10.7911,51.505,Nordhausen,1978,EFH,2,154.61,tabula_standard,388,98.95072265,295.0098099,TRY2015_509762110396_Jahr_City_Erfurt,87.4,3,99734
20946,29623,10.7911,51.505,Nordhausen,1978,EFH,2,154.61,tabula_retrofit,209,37.52004308,118.2266033,TRY2015_509762110396_Jahr_City_Erfurt,39.33,3,99734
20947,29624,10.7911,51.505,Nordhausen,1983,EFH,2,156.25,tabula_standard,586,71.1446613,193.1313,TRY2015_509762110396_Jahr_City_Erfurt,87.4,3,99734
20948,29625,10.7911,51.505,Nordhausen,1983,EFH,2,156.25,tabula_retrofit,31,31.57802809,88.5801675,TRY2015_509762110396_Jahr_City_Erfurt,39.33,3,99734
