Distributors,Address,zipcode,lat,long,operating radius,operating districts,workforce,max_installations
OET Kälte & Wärme GmbH,"48607 Ochtrup, Germany",48607,52.2150857,7.172083783235706,70.0,26721;26871;48268;48455;49074,6.0,150.0
OTTO HERMANN GmbH,"82008 Unterhaching, Germany",82008,48.0700547,11.622559599703937,70.0,83550;80331;84405;84072;83527;82131;82110;84028;85221;83607,6.0,150.0
"ÖwA - Öl- und Gasfeuerungen, Wärmetechnische Anlagen GmbH","45468 Mülheim, Germany",45468,51.428493395515076,6.88654066145512,70.0,45403;45127;46236;45879;44787;44623;44575;47051;44135;46483,6.0,150.0
Pasberg & Neitzke GmbH,"31135 Hildesheim, Germany",31135,52.158279938618364,9.976313408682747,70.0,31224;38226;38162;29365;30159;31008;29221;38023;38154;31020,6.0,150.0
Paul Heller GmbH & Co. KG,"33739 Bielefeld, Germany",33739,52.08546065157582,8.520940663506645,70.0,32049;32312;33519;32105;31542;27318;27211;33311;31020,6.0,150.0
Paul Trechten GmbH,"23758 Oldenburg in Holstein, Germany",23758,54.29241968905965,10.884947998949935,70.0,24103,6.0,150.0
PEKER Sanitär-Heizung-Solar,"68229 Mannheim, Germany",68229,49.43942614667819,8.576346447777192,70.0,69115;68159;64625;64658;68526;64385;64319;67105;64521;76829,6.0,150.0
Pelzl Heizungsbau GmbH,"87600 Kaufbeuren, Germany",87600,47.88185435,10.603651287221377,70.0,87600;82269;86854;86150;82347;87435;87700;82110;86498;82297,6.0,150.0
Peter Berboth GmbH,"51063 Cologne, Germany",51063,50.96837015015017,7.005581754033276,70.0,51371;42799;42651;40699;50667;42477;42103;42853;40210;45525,6.0,150.0
Peter Handrick GmbH,"09337 Callenberg/OT Falken, Germany",9337,50.81135948240723,12.693843979859496,70.0,,6.0,150.0
Peter Karl GmbH,"90579 Langenzenn, Germany",90579,49.48883485,10.781323586656933,70.0,90542;91052;90402;90518;91126;91332;90616;91257;96160;96106,6.0,150.0
Pfütze GmbH,"77933 Lahr, Germany",77933,48.335528214101146,7.865058977820648,70.0,77652;79362;76437;79183;79098;72160;72172;48079;77781,6.0,150.0
Pingen Sanitär GmbH,"65843 Sulzbach, Germany",65843,50.13332405,8.532216674360956,70.0,61250;60306;35510;65239;63065;35104;36381;56472;64319;35305,6.0,150.0
PLA Pumpen- und Anlagenbau GmbH,"24568 Kaltenkirchen, Germany",24568,53.83219062345485,9.955560250683158,70.0,22844;24534;23714;23611;20038;24103;24107,6.0,150.0
PMW Pumpen- und Maschinentechnik GmbH,"34576 Homberg-Berge, Germany",34576,51.02987919993263,9.417879160703992,70.0,36205;6647;34117;34212;36166;34346;37308,6.0,150.0
Poolservice-Salm,"55471 Biebern, Germany",55471,49.98638590590153,7.446717489006335,70.0,56112;55430;65219;55218;6618;56253;55442;56170;56472,6.0,150.0
"Pries Heiztechnik, Inhaber: Anton Pries","90522 Oberasbach, Germany",90522,49.423604299999994,10.970870907734694,70.0,90402;91126;91052;90518;90542;91257;91249;90602,6.0,150.0
PRIMATHERM® - Systemtechnik GmbH,"88480 Ulm, Germany",88480,48.26129858935187,9.916640801275186,70.0,89231;86381;89168;72535;86502;87700;73033;7919;86498;86150,6.0,150.0
Putzmeister Holding GmbH,"72631 Aichtal, Germany",72631,48.62785065,9.252390680962806,70.0,70173;70734;73033;21217;70806;73430;72070;72124;71032;75172,6.0,150.0
Räder & Fries GmbH,"67550 Worms-Abenheim, Germany",67550,49.67746231299522,8.329233579652946,70.0,64521;64319;55232;68159;65239;64625;67105;60306;65219;76829,6.0,150.0
"Randecker GmbH, Sanitär- und Heizungsbau","72581 Dettingen an der Erms, Germany",72581,48.5267153,9.360576557616142,70.0,73033;70173;71032;70734;72535;72124;21217;73430;72070;70806,6.0,150.0
Reichstädter Heizungsbau GmbH,"01744 Dippoldiswalde OT Reichstädt, Germany",1744,50.88174377605068,13.662438916422794,70.0,1067;1454;1705;1445,6.0,150.0
Reimann Innovation und Umwelt,"03051 Cottbus, Germany",3051,51.71527720054167,14.35840007574787,70.0,3042;3058,6.0,150.0
Reinhold Wenz & Söhne GmbH,"65329 Hohenstein - Breithardt, Germany",65329,50.19573513092786,8.100996527008494,70.0,56472;35781;6406;35576;65239;61250;60306;56203;56112;64521,6.0,150.0
Remmetz Sanitär · Heizungstechnik,"47803 Krefeld, Germany",47803,51.34670742632783,6.551211758057383,70.0,47798;47051;46483;40210;45403;41061;45127;41334;40699;34582,6.0,150.0
renopan AG,"53619 Rheinbreitbach, Germany",53619,50.620476927117615,7.232342414202106,70.0,53545;53111;42477;42799;51570;56203;50667;51371;42651;40699,6.0,150.0
RIES GmbH,"64569 Nauheim, Germany",64569,49.952850700000006,8.462535727778182,70.0,65239;60306;64521;64319;63065;35104;36381;35510;61250;56472,6.0,150.0
Rische Kälte- und Klimatechnik GmbH,"56751 Polch, Germany",56751,50.29831323885786,7.311690430443423,70.0,56203;53545;56170;56112;53424;51570;53111;56253,6.0,150.0
RK-COOL GmbH,"03042 Cottbus, Germany",3042,51.75595702317929,14.362796708649347,70.0,3042;3058,6.0,150.0
RK-Haustechnik GmbH,"86343 Königsbrunn, Germany",86343,48.26094685,10.885834557912528,70.0,82297;85221;82110;86150;86854;85123;85077;82269;87600;84072,6.0,150.0
Robert Frenzel Sanitärinstallations- und Heizungsbau GmbH,"27619 Schiffdorf-Spaden, Germany",27619,53.54569511658478,8.671585249027254,70.0,21745;21614;27711;26349,6.0,150.0
Roland Gageur Elektrotechnik GmbH,"22399 Hamburg, Germany",22399,53.66383835400708,10.07222290568866,70.0,20038;22844;23611;21039;24534;23714;19069,6.0,150.0
Roland Hellmann GmbH,"42857 Remscheid, Germany",42857,51.17330656514413,7.163827766990149,70.0,42853;45525;42651;42103;58507;51371;24576;44787;45127;44135,6.0,150.0
Rose Elektrotechnik GmbH,"17094 Burg Stargard, Germany",17094,53.49269455620858,13.302271999205756,70.0,17121,6.0,150.0
Roter Kältetechnik GmbH,"30855 Langenhagen, Germany",30855,52.4581620272725,9.71211291325677,70.0,29221;30159;29365;31224,6.0,150.0
ROTEX Heating Systems GmbH,"74363 Güglingen, Germany",74363,49.06806048803568,9.012564783491383,70.0,71543;69427;70806;75172;74214;74405;70734;64658;71292;69115,6.0,150.0
ROTH INDUSTRIES GMBH & CO. KG,"35232 Dautphetal, Germany",35232,50.85216556642339,8.578614910328774,70.0,34454;35096;35037;34212;35305,6.0,150.0
Rothe Heizung Sanitär,"31848 Bad Münder am Deister, Germany",31848,52.20253710000001,9.4162397123849,70.0,30159;31020;31008;31224;31542;29221,6.0,150.0
RS Sanitär- und Gasheizungsbau GmbH,"52146 Würselen, Germany",52146,50.82927905,6.152075575967594,70.0,41812;52349;40667;50126;52062;41061;34582;50667;40210,6.0,150.0
Rüdiger Beck Elektrotechnik,"71726 Benningen, Germany",71726,48.94404905742866,9.23956455127868,70.0,70734;71543;70806;74214;74405;21217;70173;75172;73430;69427,6.0,150.0
Rühle + Wenger GmbH,"70186 Stuttgart (Gablenberg), Germany",70186,48.77595074885236,9.207277036702905,70.0,70734;70173;70806;21217;74405;73430;71543;73033;71032;75172,6.0,150.0
RUHSTRAT Haus- und Versorgungstechnik GmbH,"37079 Göttingen, Germany",37079,51.5481388611715,9.88432321836156,70.0,37154;37444;34346;37308;31073;6333;31008;99734;38162,6.0,150.0
Ruml & Feller GmbH,"86633 Neuburg an der Donau, Germany",86633,48.745628,11.187972867184927,70.0,85072;85049;85123;90602;85077;91710;84048;84069;86609,6.0,150.0
Sanitär- & Heizungstechnik Alfons Höke,"45527 Hattingen, Germany",45527,51.37455775,7.209486897654318,70.0,44787;45525;44135;45879;24576;42103;42853;44532;44623;45127,6.0,150.0
Sanitär-Heizung-Solartechnik Inh. Peer Schreiner,"59071 Hamm, Germany",59071,51.6721501,7.901836743513671,70.0,48231;58739;33311;44532;44623;33098;44135;24576;33519,6.0,150.0
Sanitärinstallation Hesse GmbH,"01277 Dresden, Germany",1277,51.03733328440829,13.798796977084224,70.0,1454;1067;1945;1445;1705;2708,6.0,150.0
Sanitärtechnik- Großhandel Reinwald Wagner GmbH,"09514 Lengefeld, Germany",9514,50.731083246661996,13.20168972703138,70.0,1705;9028;1067;4703;1445,6.0,150.0
Schäffer Haustechnik GmbH,"86348 Kissing, Germany",86348,48.3027,10.9726,70.0,82297;85221;85123;82110;85077;86150;84072;86854;82131;82269,6.0,150.0
Scharf GmbH & Co.KG,"64291 Darmstadt, Germany",64291,49.91533383398797,8.657133269360619,70.0,35104;63065;64319;36381;60306;65239;35510;64521;63739;61250,6.0,150.0
Scheffel GmbH & Co. KG,"71277 71277, Germany",71277,48.81094395,8.926513146569139,70.0,70806;75172;70173;71543;70734;71292;71032;73033;21217;72202,6.0,150.0
Scheimann Haustechnik GmbH & Co.KG,"12247 Berlin, Germany",12247,52.43894820000001,13.347686072403539,70.0,16225;10115;15236;16515;14461,6.0,150.0
Schenk Sanitär- und Heizungstechnik GmbH,"13437 Berlin, Germany",13437,52.5920686,13.324557725803153,70.0,16225;16515;10115;15236;14461;3202,6.0,150.0
"Schlecht Flaschnerei, Sanitär, Heizung","88471 Laupheim, Germany",88471,48.23717186769581,9.901195768848584,70.0,89231;86381;72535;89168;87700;73033;7919;86502;86498;86150,6.0,150.0
Schlecht GmbH,"94234 Viechtach, Germany",94234,49.09077375,12.923882574101086,70.0,93471;94315;94447;94065,6.0,150.0
"Schmidt Heizung, Sanitär, Solar Freiberg GmbH","09599 Freiberg, Germany",9599,50.91276817184097,13.339268253007527,70.0,1705;1445;1067;1454;9028,6.0,150.0
Schmidt+Eger GmbH,"76227 Karlsruhe, Germany",76227,48.9952322662967,8.467449712324074,70.0,75172;68753;68526;71292;67360;71543;76829;76530;69115;67377,6.0,150.0
SCHÖNECKER Gebäudetechnik GmbH,"79110 Freiburg, Germany",79110,48.01580443485866,7.816799330535133,70.0,79098;77781;79362;79183;77652;79189;78048;72172,6.0,150.0
Schwedisches Wärmepumpen Center,"03042 Cottbus, Germany",3042,51.75595702317929,14.362796708649347,70.0,nan,6.0,150.0
Schwering GmbH,"46286 Dorsten-Rhade, Germany",46286,51.73752594820497,7.000307438813107,70.0,48249;44575;46236;45879;44623;44787;48268;44135;45403;26721,6.0,150.0
Schwuchow Sanitär- und Heizungs GmbH,"12107 Berlin, Germany",12107,52.42826875,13.396522187601605,70.0,16225;15236;10115;16515;14461,6.0,150.0
seepex GmbH,"46240 Bottrop, Germany",46240,51.54250187454598,6.945389400523268,70.0,44575;46236;45879;44623;45127;44787;45403;48249;44135;47051,6.0,150.0
Selz & Cie GmbH,"69126 Heidelberg, Germany",69126,49.376832133155354,8.690933393159426,70.0,69115;64658;68526;64385;69427;64625;64319;68159;67105;71543,6.0,150.0
SH Siegerland -SHK Gebäudetechnik,"57258 Freudenberg, Germany",57258,50.89707618615618,7.896759030674017,70.0,57368;57072;34431;58507;35037;42477,6.0,150.0
SHK Brodde,"48431 Rheine, Germany",48431,52.275526,7.4263621001627005,70.0,49074;26721;26871;48268;48455,6.0,150.0
Siebert Gebäudetechnik GmbH & Co. KG,"34376 Immenhausen, Germany",34376,51.43404365,9.481462955368736,70.0,34346;37154;31073;32839;34117;6647;37308,6.0,150.0
Siegmund & Schulze GmbH,"12524 Berlin, Germany",12524,52.41179,13.548143876466167,70.0,15236;16225;10115;16515;14461,6.0,150.0
Silbereis GmbH,"69226 Nußloch, Germany",69226,49.32435271383889,8.688085713178133,70.0,69115;64658;68526;69427;64625;64385;68159;67105;64319;71543,6.0,150.0
SINA GmbH,"45239 Essen-Werden, Germany",45239,51.38590086342619,7.012700924034778,70.0,45127;45879;44787;46236;45403;44575;42103;45525;44623;47051,6.0,150.0
Solartec Röder GmbH,"63607 Wächtersbach, Germany",63607,50.264238515060605,9.296386317573523,70.0,36037;35315;97517;36381;35104;63065;35510,6.0,150.0
Sparka Heizung-Sanitär-Klimatechnik,"46147 Oberhausen, Germany",46147,51.54270824966082,6.814471072802732,70.0,46236;44575;45879;45403;44623;45127;47051;48249;44787;46483,6.0,150.0
Speck Gebäudetechnik GmbH,"31311 Uetze, Germany",31311,52.45807897943923,10.160032362671094,70.0,29221;29365;31224;38023;29389;38440,6.0,150.0
Stenzel GmbH,"72760 Reutlingen, Germany",72760,48.51056055922193,9.204636901532034,70.0,70173;73033;71032;72070;72124;70734;70806;73430;72535;72336,6.0,150.0
Stephan Simon MEISTER Heizungsbau & Sanitärtechnik,"63073 Offenbach am Main, Germany",63073,50.087265350298175,8.807431052035156,70.0,36381;35104;63065;35510;60306;61250;65239;63739;64319;35315,6.0,150.0
Stöckicht GmbH Inh. me. Gerald Schwalbach,"65201 Wiesbaden, Germany",65201,50.05297929511993,8.184961236413107,70.0,65239;56472;60306;61250;35781;6406;65219;64521;35510;63065,6.0,150.0
Stoltenberg Energie GmbH,"24217 Schönberg, Germany",24217,54.40152236160996,10.3726234421455,70.0,24103;24534;23714,6.0,150.0
Streicher GmbH - Heizung - Sanitär,"71720 Oberstenfeld, Germany",71720,49.02774327168206,9.330927250115398,70.0,74405;74214;70734;71543;21217;70806;69427;73430;74744;70173,6.0,150.0
Strobel GmbH,"72654 Neckartenzlingen, Germany",72654,48.58466415,9.244140040439877,70.0,70173;73033;70734;71032;70806;21217;73430;72070;72124;72535,6.0,150.0
STULZ GmbH,"22457 Hamburg, Germany",22457,53.63755925783188,9.911021378607174,70.0,22844;20038;21039;24534;23714;23611,6.0,150.0
Süwag Energie AG,"65929 Frankfurt am Main, Germany",65929,50.10733100329648,8.54034526315714,70.0,60306;35510;61250;65239;63065;35104;36381;56472;64319;35305,6.0,150.0
Team Gruner,"32120 Hiddenhausen, Germany",32120,52.1558576,8.641268352486497,70.0,32049;32312;31542;27318;33519;27211;32105;31020;33311,6.0,150.0
TECHMASTER GmbH,"72379 Hechingen, Germany",72379,48.35438889208323,8.966252713872871,70.0,72070;72124;72336;70173;71032;72535;73033;72172,6.0,150.0
teraqsoltec solar,"12687 Berlin, Germany",12687,52.556624899999996,13.568686168250167,70.0,16225;15236;10115;3202,6.0,150.0
tetec thermo-technik Müller GmbH & Co. KG,"85386 Eching, Germany",85386,48.29873195,11.613584126603465,70.0,84072;84405;84028;85077;84048;85221;83550;80331;83527;85049,6.0,150.0
Teucher GmbH,"09456 Arnsfeld, Germany",9456,50.5773179,13.058480449557026,70.0,4703;9028;1705;8280,6.0,150.0
tga-service gmbh,"64372 Ober-Ramstadt, Germany",64372,49.8191469,8.753831940856443,70.0,64319;63739;64521;35104;64385;63785;36381;65239;60306;63065,6.0,150.0
Thomas Gerold GmbH,"83707 Bad Wiessee-Ringsee, Germany",83707,47.70540485,11.702358922769294,70.0,83607;83550;80331;82057;84405,6.0,150.0
Thorsten Kißler Heizung & Sanitär,"67133 Maxdorf, Germany",67133,49.48710955,8.291270825110098,70.0,68159;64625;67105;69115;64521;76829;64658;68526;55232;67098,6.0,150.0
Torsten Böres GmbH,"55606 Oberhausen, Germany",55606,49.778942222214546,7.508845865349758,70.0,55218;55442;55430;65219;67292;56112;6618;55232;56253;18556,6.0,150.0
Torsten Kühl Gas- und Wasserinstallateurmeister,"01640 Coswig, Germany",1640,51.13294032060414,13.574042778331284,70.0,1454;1067;1445;3238;1945;1705,6.0,150.0
Trane Klima- und Kältetechnisches Büro GmbH,"82152 Krailling, Germany",82152,48.0984515,11.427428224225945,70.0,80331;85221;82110;82131;84072;83550;82297;85077;84405;86854,6.0,150.0
TRAUB GmbH & Co. Haustechnik KG,"82031 Grunwald, Germany",82031,48.04628985,11.53037938457634,70.0,80331;83550;84405;82131;85221;82110;83527;84072;84028;83607,6.0,150.0
Ullmann Heizungsbau GmbH,"01844 Neustadt, OT Langburkersdorf, Germany",1844,51.03242570000001,14.224107597604851,70.0,1454;2708,6.0,150.0
Upmeyer Haustechnik GmbH,"49525 Lengerich, Germany",49525,52.16615925,7.837779570123027,70.0,49074;49377;32312;48268;27211;33311;32049;26871;48231,6.0,150.0
Uponor GmbH,"97437 Hassfurt, Germany",97437,50.042783,10.508615785843995,70.0,96106;98530;96145;91332;96170;96515,6.0,150.0
Uwe Felsmann GmbH,"64342 Seeheim, Germany",64342,49.76105295,8.664219196386396,70.0,64319;64521;63739;65239;60306;63065;68159;35104;36381;69115,6.0,150.0
Uwe Zimmer Heizung - Sanitär - Dachklempnerarbeiten,"15295 Brieskow-Finkenheerd, Germany",15295,52.24081815,14.592811453849688,70.0,15230,6.0,150.0
Versorgungstechnik BSK GmbH,"02625 Bautzen, Germany",2625,51.1812160437654,14.430411527013819,70.0,2708;1454;3058,6.0,150.0
Volker Blunck GmbH - Heizung - Sanitär - Elektro,"24306 Bösdorf, Germany",24306,54.16196437475096,10.422804842511788,70.0,24103;23714;24534;23611,6.0,150.0
Volker Kosack - Installateur- & Heizungsbaumeister,"52080 Aachen, Germany",52080,50.7868709001491,6.1483466226711325,70.0,52349;41812;52062;50126;40667;41061;34582;50667,6.0,150.0
VWT Wärmetechnik GmbH,"55129 Mainz, Germany",55129,49.9516888822223,8.269561663076253,70.0,65239;64521;60306;56472;63065;65219;35104;64319;36381;61250,6.0,150.0
W. Förster GmbH,"99198 Erfurt-Büßleben, Germany",99198,51.0272819260234,11.130112980559664,70.0,99084;6578;99102;7743;6120;7607,6.0,150.0
W. Köthe GmbH,"30519 Hanover, Germany",30519,52.33844672842099,9.779054788104089,70.0,29221;31224;30159;29365;38226;31008;38162;31020,6.0,150.0
Wagenhäuser GmbH,"97437 Haßfurt, Germany",97437,50.042783,10.508615785843995,70.0,nan,6.0,150.0
Walter Falk GmbH,"73252 Lenningen, Germany",73252,48.54883220000001,9.509145861108367,70.0,73033;73430;21217;70173;70734;72535;89168;74405;70806;72124,6.0,150.0
Walter Fehring GmbH,"33014 Bad Driburg, Germany",33014,51.723744247817905,9.028156820722128,70.0,31073;32105;32839;31020;37154;31542;33098;31008;33519,6.0,150.0
Walter Gräfenstein GmbH,"45473 Mülheim an der Ruhr, Germany",45473,51.44401451275198,6.898269913775183,70.0,45403;46236;45127;45879;44575;44787;44623;47051;44135;46483,6.0,150.0
Walter Langen KG,"54294 Trier, Germany",54294,49.73826062390076,6.613071471223,70.0,54347;54636;54298;56253;6618;53518;66663;55430;66606,6.0,150.0
Wärme mit System.de Ltd.,"36341 Lauterbach (Hessen), Germany",36341,50.64090785,9.35525261380022,70.0,36166;35315;34212;36037;36404,6.0,150.0
Wärmetechnik Leickel GmbH,"44653 Herne, Germany",44653,51.54364638935319,7.1608512759869125,70.0,44623;45879;44575;44787;44135;46236;48249;45127;44532;45525,6.0,150.0
WätaS Wärmetauscher Sachsen GmbH,"09526 Olbernhau, Germany",9526,50.672133380046816,13.344070529384586,70.0,1705;9028;1445;4703;1067,6.0,150.0
"Weber GmbH, Elektro- und Solaranlagen","74078 Heilbronn-Kirchhausen, Germany",74078,49.17503491101242,9.162449312278756,70.0,69427;74214;71543;74744;64658;74405;69115;64385;68526;63785,6.0,150.0
Weisky & Co. GmbH,"83352 Altenmarkt, Germany",83352,47.99844605,12.511632684539794,70.0,84489;83527;84140;83119,6.0,150.0
Wenzel & Herzog GmbH,"15890 Schlaubetal / OT Fünfeichen, Germany",15890,52.16005045,14.571117922279706,70.0,15230,6.0,150.0
Werner Peters GmbH,"46485 Wesel, Germany",46485,51.665973765835005,6.644380459407362,70.0,46236;44575;46483;45879;45403;44623;47051;47798;45127;48249,6.0,150.0
Werner Wallraff GmbH & Co.KG,"48157 Munster, Germany",48157,51.995986400171915,7.6807172350706425,70.0,49074;48268;48231;26721;33311;48249,6.0,150.0
Werrlein GmbH & Co.KG,"91443 Scheinfeld, Germany",91443,49.67021355,10.4684880696984,70.0,91332;90542;96106;96160;91052;90616;96170;90402,6.0,150.0
Wessel & Tyc Haustechnik GmbH,"28279 Bremen, Germany",28279,53.04047020894537,8.847183565260249,70.0,27356;27749;28195;27283;27711;21745;26121;26349,6.0,150.0
Weyher Haustechnik GmbH,"28844 Weyhe, Germany",28844,52.98475952927596,8.845120708002035,70.0,27356;27749;27283;28195;27711;26121;26349,6.0,150.0
Willi Hammer GmbH - Sanitär Heizung Solar,"75181 Pforzheim-Eutingen, Germany",75181,48.8738261,8.765233532673923,70.0,75172;70806;71292;71543;70173;70734;68753;72202;71032,6.0,150.0
Willig Gas - Wasser - Wärme,"64283 Darmstadt, Germany",64283,49.870095674067706,8.653086493313005,70.0,64319;35104;64521;65239;63739;60306;63065;36381;35510;61250,6.0,150.0
WILO SE,"44263 Dortmund, Germany",44263,51.48954256743802,7.503768132969682,70.0,44532;44135;44623;24576;44787;45879;58739;48231;45525;46236,6.0,150.0
Winfried Zahnen Gas- und Wasserinstallateurmeister,"54595 Watzerath, Germany",54595,50.21129084970681,6.419952873789955,70.0,53518;53879;53424;56170;52062;56253,6.0,150.0
Wittemann GmbH,"76297 Stutensee-Friedrichstal, Germany",76297,49.08467320544047,8.481765478387326,70.0,68526;75172;68753;67105;67360;69115;71292;71543;76829;64625,6.0,150.0
"Woermann & Söhne, sanitäre Anlagen und Heizung GmbH","14163 Berlin (Berlin-Zehlendorf), Germany",14163,52.437233299999995,13.241466027255047,70.0,10115;16225;14461;16515;15236,6.0,150.0
Wolfgang Kozian Heizungsbau GmbH,"63128 Dietzenbach, Germany",63128,50.01079975,8.790729524494951,70.0,35104;36381;63065;35510;60306;63739;65239;64319;61250;63785,6.0,150.0
Würth Elektrogroßhandel GmbH & Co. KG,"91522 Ansbach, Germany",91522,49.28887445,10.55976933809508,70.0,90542;90402;91126;91052;90616;90518;90599;91710,6.0,150.0
Wust & Heck GmbH,"55471 Reich / Hunsrück, Germany",55471,49.98638590590153,7.446717489006335,70.0,nan,6.0,150.0
Zdoniak Elektrotechnik,"23936 Grevesmühlen, Germany",23936,53.83826208315358,11.195553764592443,70.0,19069,6.0,150.0
Zinnenlauf Service GmbH,"40472 Düsseldorf, Germany",40472,51.272641027116244,6.807200021807968,70.0,45403;40210;45127;47051;47798;40699;42103;45879;42651;46236,6.0,150.0
Zita Jacobs GmbH,"66740 Saarlouis, Germany",66740,49.31947657036562,6.75308444097593,70.0,66359;54426;66111;66663;66606;66386;54298;66869;54597;66849,6.0,150.0
ZLE Ehrlich GmbH,"76532 Baden-Baden, Germany",76532,48.8031151,8.208848972746503,70.0,76530;68753;76437;71292;67360;67377;75172;72202;68526;76829,6.0,150.0
ZOGEL GmbH,"38300 Wolfenbüttel, Germany",38300,52.15639204447906,10.554439097123396,70.0,38023;38154;29365;38226;38162;38440;39164;31224;29410,6.0,150.0
ZWS Zukunftsorientierte Wärme Systeme GmbH,"47506 Neukirchen-Vluyn, Germany",47506,51.43527775,6.5506149917785335,70.0,46483;47051;47798;45403;46236;40210;44575;45879;25554;41334,6.0,150.0
ELITEC Elektrische Industrietechnik GmbH,"64653 Lorsch, Germany",64653,49.6426967,8.556536015454096,70.0,64319;64521;68159;69115;64625;64385;64658;68526;60306;63785,6.0,150.0
Kälte-Aktiv Team GmbH,"91154 Roth, Germany",91154,49.23688415,11.118101625557133,70.0,91126;90402;90518;91249;90602;91052;91257;90542,6.0,150.0
Remko GmbH & Co. KG,"32791 Lage, Germany",32791,51.98650021960944,8.784133580599393,70.0,31542;33519;32105;32049;31020;32312;33311;27318,6.0,150.0
Carl Mettler Elektrogroßhandels-GmbH,"66117 Saarbrücken, Germany",66117,49.2279998876929,6.9756571483495655,70.0,54426;66111;66386;66359;66606;66869;66849;66484;18556;54422,6.0,150.0
H2 Umwelttechnik GbR,"52428 Jülich, Germany",52428,50.92898835,6.3602062087263205,70.0,40667;50126;41061;34582;50667;41812;52349;40210;52062;41334,6.0,150.0
Nesseler + Esser GmbH & Co. KG,"50389 Wesseling, Germany",50389,50.81590634608205,6.977998337090839,70.0,42799;50667;53111;51371;42477;51570;50126;40699;42651;40667,6.0,150.0
Neukälte Kälte- Klima- und Wärmepumpen GmbH,"66292 Riegelsberg, Germany",66292,49.30878835158418,6.935701052781655,70.0,54426;66111;66359;66606;66386;66869;66849;18556;66484;66663,6.0,150.0
Schalk GmbH secespol deutschland gmbh,"86500 Kutzenhausen, Germany",86500,48.3538739,10.679009437129745,70.0,86150;85123;86609;86502;86854;82297;86381;82110;85077;85221,6.0,150.0
Secespol Deutschland gmbh,"45141 Essen, Germany",45141,51.47450091374141,7.0264283015827775,70.0,45879;44787;44575;46236;44623;45127;45403;44135;42103;47051,6.0,150.0
Maxhütte Technologie GmbH & Co. KG,"92237 Sulzbach-Rosenberg, Germany",92237,49.51259165,11.728330663641984,70.0,91281;91249;92637;92681;91257;90518;92269;91126;90402,6.0,150.0
Viessmann Werke GmbH & Co. KG,"35108 Allendorf (Eder), Germany",35108,51.0383128,8.683138839169864,,nan,60.0,1500.0
